furniture-10030001,马卡洛夫-南瓜熊熊
furniture-20001811,垂直的屏幕可以看更多行代码，大罐的蛋白粉则结合耸动的二头肌一起向策划生动的传达了“别想加需求”的意思。
furniture-10001812,游戏事业部-设计师的桌子
furniture-20001812,传说中的ZAGALA的桌子，堆积如山的设备和手办达成了一个微妙的平衡，像刚搭好的多米诺骨牌一样的平衡。
furniture-10001813,游戏事业部-二连茶几
furniture-20001813,直播时用来摆放笔记本电脑的矮桌，电脑是私人物品，真有钱啊。
furniture-10001814,游戏事业部-浅灰粉刷墙
furniture-20001814,灰色能吸收多余的反光，不会干扰美术们对色彩的判断，不愧是专业游戏公司。
furniture-10001815,游戏事业部-IOP标志
furniture-20001815,IOP，人类最后的守护者，主要产品有内付费游戏，台历，钥匙扣，和女仆机器人。
furniture-10001816,游戏事业部-暮色大窗
furniture-20001816,如果你下班的时候望向窗外//c看到的不是玻璃上反射着自己憔悴的脸//c那你可能进了假的游戏公司。
furniture-10002101,星夜幻梦-去月球
furniture-20002101,你不喜欢人多的地方吗？我也是。
furniture-10002102,星夜幻梦-白色宝箱
furniture-20002102,无论打开的是宝箱还是魔盒，尽情演绎你的故事吧，寻找自己的幸福吧！
furniture-10002103,星夜幻梦-无方向的船
furniture-20002103,去哪里都无所谓，全是逆风也无所谓，都会与你同行
furniture-10002104,星夜幻梦-绵羊杂货铺(左)
furniture-20002104,她没能抓到那只螃蟹，就这样错过了故事对她最后的善意
furniture-10002105,星夜幻梦-绵羊杂货铺(右)
furniture-20002105,她没能抓到那只螃蟹，就这样错过了故事对她最后的善意
furniture-10002106,星夜幻梦-红兔子与白象牙
furniture-20002106,只有被揭穿的才是谎言，而没有被揭穿的谎言就是真实的
furniture-10002107,星夜幻梦-无角兽
furniture-20002107,当你真需要它的时候，有没有角也没什么区别嘛
furniture-10002108,星夜幻梦-花标
furniture-20002108,初开的小小花朵指引我踏上旅程……于是约定由此开始
furniture-10002109,星夜幻梦-银河漫游
furniture-20002109,银河系所有文明发展的最终难题：中午去哪儿吃饭呢？
furniture-10002110,星夜幻梦-白棋皇后
furniture-20002110,明天和昨天有果酱，但是今天没有，从来都没有，永远也没有
furniture-10002111,星夜幻梦-满月与海的故事会
furniture-20002111,最后的最后，讲故事的人和故事里的人重逢了，月亮也欣慰地睡去了
furniture-10002112,星夜幻梦-蔷薇与水晶的拱门
furniture-20002112,很好，这样就到齐了，让最终的游戏开始吧。
furniture-10002113,星夜幻梦-点亮萤火虫
furniture-20002113,谢谢你……能够在这个城市里，与我相遇……
furniture-10002201,春日课堂-学生桌（午睡模式）
furniture-20002201,相比趴在桌子上午睡的最大劣势是不能在外套的掩护下翻漫画
furniture-10002202,春日课堂-教学讲台
furniture-20002202,矮矮的几厘米，便能让站在上面的成年人坐拥君临天下的成就感
furniture-10002203,春日课堂-学生椅（课间模式）
furniture-20002203,椅子偏斜的角度与你的朋友多少以及话题的流行度相关
furniture-10002204,春日课堂-学生椅（课堂模式）
furniture-20002204,这种模式也可以在课间启动，用于抄作业和看小说
furniture-10002205,春日课堂-校园储物柜
furniture-20002205,躲在里面可是超经典的桥段，在很多校园轻小说和……恐怖游戏里
furniture-10002206,春日课堂-教学黑板
furniture-20002206,承载太多珍贵的记忆，毕竟通常来讲，你的大半青春都要面对这玩意！
furniture-10002207,春日课堂-学生桌（课堂模式）
furniture-20002207,别把电玩杂志留在里面！除非你第二天能比老师更早到教室！
furniture-10002208,春日课堂-学生桌（放学模式）
furniture-20002208,方便打扫而研发的变形模式，由值日生还是学生自己垒上去会因学校而异
furniture-10002209,春日课堂-教学讲桌
furniture-20002209,期末考试的考题、答案以及名次都曾摆在这上面，“我是阿拉法，我是俄梅嘎！”
furniture-10002210,春日课堂-教室地板
furniture-20002210,很少有被零食垃圾污染的时候，除了运动会期间……
furniture-10002211,春日课堂-教室墙纸
furniture-20002211,倚在墙上比椅子靠背舒服多了，所以很多善良的学校规定教室座位要定期挪动
furniture-10002212,春日课堂-校园便签板
furniture-20002212,上课前两分钟发生频率最多的对话：“下节课上什么？”“忘了，自己看去。”
furniture-10002213,春日课堂-校园置物架
furniture-20002213,人不应以加入集体为荣，而应令集体以自己的加入为荣
furniture-10002214,春日课堂-校园广播
furniture-20002214,“小朋友，小喇叭开始广播啦！我是……”//n“得了吧老姐，现在没人听得懂啦……”
furniture-10002215,春日课堂-教室窗户
furniture-20002215,终有一天我们会走向憧憬中的世界，然后蓦然回首……人生就是不断地错过，不是嘛？
furniture-10002301,假日漫步-小镇白鸽装饰
furniture-20002301,只是些白鸽的投影而已，因为真正的鸽子总会迟到。
furniture-10002302,假日漫步-小镇游船装饰
furniture-20002302,我们泛舟于命运之湖上，恶浪会把我们束缚在今日，也将指引我们抵达明天。
furniture-10002303,假日漫步-户外长椅
furniture-20002303,你向迷路的公主搭讪时，别忘了她正坐在你曾踩着系鞋带的地方。
furniture-10002304,假日漫步-户外小椅（左）
furniture-20002304,我想坐在路边的咖啡店，去商店闲逛，在雨中漫步，可惜这都是无法独自完成的冒险。
furniture-10002305,假日漫步-户外小椅（右）
furniture-20002305,我想坐在路边的咖啡店，去商店闲逛，在雨中漫步，可惜这都是无法独自完成的冒险。
furniture-10002306,假日漫步-户外遮阳伞
furniture-20002306,无论你要为谁口若悬河，请先坐下来付款，人生不只是诗和远方，还有眼前的苟且。
furniture-10002307,假日漫步-街道路灯
furniture-20002307,尽情在下面道别吧情侣们，反正时间只会在旁闷不吭声。
furniture-10002308,假日漫步-街道电动车
furniture-20002308,为了避免某些人形再学电影里乱开而甩飞指挥官，请限制车速并确认后座人员已抱紧。
furniture-10002309,假日漫步-街道报刊亭
furniture-20002309,要来份报纸吗？检定一下今天的自己与世界的距离。
furniture-10002310,假日漫步-小镇邮筒
furniture-20002310,“你已经看过我的世界了，但我只能凭空想象你的世界……请让我愿望成真吧！”
furniture-10002311,假日漫步-街道石板路
furniture-20002311,你听到高跟鞋在石路上嗒嗒作响，然后明白喜欢某人靠的是缘分而不是时间。
furniture-10002312,假日漫步-户外小桌
furniture-20002312,“你是一个人吗？”“不，我在等一个人”这就是剧本留给他最后的仁慈。
furniture-10002313,假日漫步-小镇远眺背景
furniture-20002313,“我在看这里的人们，住在这儿一定很有趣”还是从假日中醒来，回到真正的日常中吧。
furniture-10002401,博物之路-公共区长凳
furniture-20002401,随便坐吧，这里的恐龙不会扑向你，坦克也不会瞄准你，这就是你们毕生追求的和平。
furniture-10002402,博物之路-展馆迎宾毯
furniture-20002402,长长的地毯将指引我们到达该去的地方，可命运呢？它愿意如此亲近我们吗？
furniture-10002403,博物之路-近代武器展柜
furniture-20002403,热兵器让杀戮成为一项间接活动，使得文明时代的人类能够无比轻松地制造仇恨。
furniture-10002404,博物之路-古代武器展柜
furniture-20002404,冷兵器意味着使用者要直面敌人，战斗需要更多技巧、勇气和更加单纯的理由。
furniture-10002405,博物之路-现代武器展柜
furniture-20002405,这个时代运用了全新的战术武器，但战争是否会更加残酷，这就取决于您了，指挥官。
furniture-10002406,博物之路-企鹅标本
furniture-20002406,这种古老又可爱的游禽在故乡目睹了三战以来人类干过的各种蠢事，并且惨遭牵连。
furniture-10002407,博物之路-展馆围栏
furniture-20002407,它将隔开你与历史的距离，只有历史才会成为永恒，你？你只是暂时的。
furniture-10002408,博物之路-鲸鱼模型
furniture-20002408,现在连标本都很难找到了。不过人类啊，没关系的，不用非得装出一副在意我们的样子。
furniture-10002409,博物之路-恐龙头部骨骼标本
furniture-20002409,“嘎嗷！”它唤醒了孩子们有关【酷】的概念，这就是无意识下最原始而单纯的浪漫。
furniture-10002410,博物之路-恐龙躯干骨骼标本
furniture-20002410,优雅的外形远非臃肿的哺乳动物所能及，所以智人出于嫉妒给它们加上了难看的羽毛！
furniture-10002411,博物之路-公共区地砖
furniture-20002411,整洁肃穆的地砖适合铺在任何公共场所，不过烟民和人类幼体总是会毁掉气氛。
furniture-10002412,博物之路-灵长目雕塑短凳
furniture-20002412,任何娱乐都是人类杀戮欲的替代品，这可能源于因温饱被过早满足而无处施展的大脑。
furniture-10002413,博物之路-展馆长廊
furniture-20002413,挂有“掠食史”的条幅，别太在意，人类祖先就是靠一路灭绝下来才有了今天的文明。
furniture-10002414,博物之路-纸飞机模型
furniture-20002414,也许审判日那天造物主会说，这才是你们最令我满意的发明。
furniture-10002001,磁浮天球仪
furniture-20002001,格里芬人形相关的安全承包工作正式开张一周年的纪念品，“万千理想始于足下”，克鲁格说完，亲手将其授予在此前入职的你，也许该把它放在人形够不到的地方……
furniture-10002501,地铁2063-候车座椅
furniture-20002501,这是个不适合邂逅的长椅，只能用来等待。
furniture-10002502,地铁2063-候车时刻表
furniture-20002502,提醒你还有多久可以放下手机，也许你早该放下做点正事了。
furniture-10002503,地铁2063-车站检票闸机
furniture-20002503,一台检测人类智商的机器，包括打卡和如何携带大件行李通过。
furniture-10002504,地铁2063-车站自动售票机
furniture-20002504,阻碍你向往远方的，是眼前一个个半天掏不到零钱的同胞们。
furniture-10002505,地铁2063-车站管理中枢
furniture-20002505,它和路过的人类一样，表达累的方式就是死去，然后留下一堆烂摊子。
furniture-10002506,地铁2063-车站服务台
furniture-20002506,每天有成千上万人路过，但不意味着她就不会孤独。
furniture-10002507,地铁2063-候车乘客投影
furniture-20002507,我听见风来自地铁和人海，我排着队却被抢走了所有号码牌。
furniture-10002508,地铁2063-月台护栏
furniture-20002508,真可怜，人类只有在产生违反它被创造出来的意图时才会注意到它。
furniture-10002509,地铁2063-月台地砖
furniture-20002509,也许每个脚印都有故事，你又会与谁的轨迹重合呢？
furniture-10002510,地铁2063-月台墙壁
